Episode,Reward,Length,TotalSteps
690,67.647234,200,138201
691,67.629957,200,138401
692,69.558158,200,138601
693,68.325457,200,138801
694,67.85064,200,139001
695,67.753695,200,139201
696,68.339987,200,139401
697,68.529188,200,139601
698,66.955367,200,139801
699,68.511659,200,140001
700,68.35748,200,140201
701,67.306674,200,140401
702,68.757522,200,140601
703,67.369499,200,140801
704,67.216687,200,141001
705,67.501754,200,141201
706,68.621104,200,141401
707,68.300362,200,141601
708,67.779883,200,141801
709,68.72121,200,142001
710,67.958391,200,142201
711,67.299215,200,142401
712,67.536214,200,142601
713,68.968774,200,142801
714,68.56587,200,143001
715,67.823744,200,143201
716,66.787534,200,143401
717,68.594175,200,143601
718,67.340891,200,143801
719,67.302546,200,144001
720,68.935784,200,144201
721,68.607623,200,144401
722,67.016494,200,144601
723,68.818611,200,144801
724,68.245038,200,145001
725,67.394807,200,145201
726,68.334943,200,145401
727,68.933891,200,145601
728,67.840319,200,145801
729,67.751465,200,146001
730,67.158315,200,146201
731,68.662199,200,146401
732,68.382081,200,146601
733,67.906601,200,146801
734,68.077283,200,147001
735,67.929912,200,147201
736,67.692793,200,147401
737,67.217914,200,147601
738,65.976181,200,147801
739,68.098046,200,148001
740,67.56134,200,148201
741,67.681593,200,148401
742,67.328476,200,148601
743,68.321603,200,148801
744,68.975452,200,149001
745,69.413607,200,149201
746,68.093656,200,149401
747,69.305508,200,149601
748,69.4032,200,149801
749,67.306602,200,150001
750,67.614394,200,150201
751,68.430503,200,150401
752,66.274548,200,150601
753,67.877499,200,150801
754,69.129959,200,151001
755,68.356353,200,151201
756,66.39257,200,151401
757,68.275973,200,151601
758,66.807543,200,151801
759,67.744696,200,152001
760,69.029956,200,152201
761,68.073494,200,152401
762,68.579136,200,152601
763,67.313877,200,152801
764,67.348116,200,153001
765,66.929831,200,153201
766,68.506294,200,153401
767,68.557074,200,153601
768,68.534735,200,153801
769,68.614207,200,154001
770,68.561898,200,154201
771,67.086153,200,154401
772,67.602502,200,154601
773,68.21895,200,154801
774,67.274174,200,155001
775,67.181453,200,155201
776,68.715119,200,155401
777,69.059506,200,155601
778,67.851743,200,155801
779,68.072188,200,156001
780,67.309743,200,156201
781,67.130597,200,156401
782,68.204596,200,156601
783,67.452967,200,156801
784,69.563349,200,157001
785,68.054639,200,157201
786,68.395212,200,157401
787,67.989167,200,157601
788,69.033004,200,157801
789,68.895696,200,158001
790,66.380051,200,158201
791,68.204175,200,158401
792,68.315592,200,158601
793,69.525742,200,158801
794,67.095055,200,159001
795,68.676076,200,159201
796,68.224117,200,159401
797,68.616038,200,159601
798,69.454377,200,159801
799,68.421071,200,160001
800,67.356468,200,160201
801,68.860233,200,160401
802,67.980768,200,160601
803,67.884809,200,160801
804,68.268294,200,161001
805,69.473356,200,161201
806,68.152726,200,161401
807,67.529222,200,161601
808,69.075165,200,161801
809,68.238577,200,162001
810,69.374574,200,162201
811,67.638326,200,162401
812,67.890193,200,162601
813,67.890224,200,162801
814,68.068019,200,163001
815,68.562401,200,163201
816,66.557277,200,163401
817,68.232553,200,163601
818,68.407846,200,163801
819,68.337965,200,164001
820,69.155256,200,164201
821,67.920984,200,164401
822,68.818083,200,164601
823,68.397607,200,164801
824,67.796272,200,165001
825,68.171944,200,165201
826,68.770458,200,165401
827,68.376355,200,165601
828,67.884851,200,165801
829,68.692825,200,166001
830,67.483655,200,166201
831,69.215887,200,166401
832,69.307404,200,166601
833,68.237694,200,166801
834,67.994694,200,167001
835,66.968147,200,167201
836,67.822048,200,167401
837,68.651089,200,167601
838,69.314084,200,167801
839,69.298158,200,168001
840,69.149807,200,168201
841,68.966956,200,168401
842,68.813257,200,168601
843,69.182296,200,168801
844,69.452256,200,169001
845,66.086376,200,169201
846,68.031118,200,169401
847,66.439449,200,169601
848,68.141593,200,169801
849,67.797951,200,170001
850,67.994994,200,170201
851,67.980998,200,170401
852,60.273608,200,170601
853,67.73785,200,170801
854,67.365168,200,171001
855,66.513534,200,171201
856,68.394144,200,171401
857,68.587651,200,171601
858,67.715135,200,171801
859,67.928148,200,172001
860,67.545362,200,172201
861,69.069086,200,172401
862,67.667323,200,172601
863,67.319799,200,172801
864,67.906228,200,173001
865,69.118457,200,173201
866,68.238503,200,173401
867,67.370644,200,173601
868,68.928528,200,173801
869,68.156938,200,174001
870,68.067718,200,174201
871,68.658798,200,174401
872,68.479616,200,174601
873,69.206066,200,174801
874,67.764815,200,175001
875,68.798238,200,175201
876,68.963431,200,175401
877,68.598817,200,175601
878,67.951584,200,175801
879,67.932581,200,176001
880,69.379406,200,176201
881,66.794101,200,176401
882,68.666946,200,176601
883,67.791942,200,176801
884,69.105592,200,177001
885,68.982827,200,177201
886,68.982896,200,177401
887,68.486131,200,177601
888,68.693706,200,177801
889,66.180252,200,178001
890,68.693536,200,178201
891,68.58916,200,178401
892,68.194507,200,178601
893,69.356253,200,178801
894,68.964162,200,179001
895,68.302881,200,179201
896,68.306554,200,179401
897,67.986223,200,179601
898,68.389273,200,179801
899,68.305913,200,180001
900,68.363847,200,180201
901,69.019168,200,180401
902,69.371222,200,180601
903,67.554113,200,180801
904,68.900527,200,181001
905,69.428709,200,181201
906,69.234374,200,181401
907,68.538367,200,181601
908,67.978116,200,181801
909,68.924832,200,182001
910,68.358196,200,182201
911,68.135912,200,182401
912,68.385997,200,182601
913,68.042782,200,182801
914,67.999821,200,183001
915,68.379843,200,183201
916,69.385317,200,183401
917,69.069474,200,183601
918,68.685758,200,183801
919,68.355102,200,184001
920,67.322538,200,184201
921,68.67528,200,184401
922,68.583997,200,184601
923,68.8905,200,184801
924,68.15165,200,185001
925,68.549533,200,185201
926,67.667498,200,185401
927,68.350067,200,185601
928,67.976172,200,185801
929,68.610421,200,186001
930,68.735132,200,186201
931,69.203242,200,186401
932,67.884589,200,186601
933,68.556819,200,186801
934,68.503566,200,187001
935,68.392547,200,187201
936,69.119298,200,187401
937,67.624629,200,187601
938,68.336754,200,187801
939,68.515517,200,188001
940,67.340854,200,188201
941,67.613292,200,188401
942,69.21633,200,188601
943,67.632518,200,188801
944,68.992219,200,189001
945,69.462328,200,189201
946,68.587705,200,189401
947,67.863261,200,189601
948,68.667004,200,189801
949,68.256518,200,190001
950,67.730831,200,190201
951,67.727885,200,190401
952,67.678485,200,190601
953,68.405895,200,190801
954,69.201168,200,191001
955,68.952649,200,191201
956,68.427659,200,191401
957,67.437829,200,191601
