Episode,Reward,Length,TotalSteps
958,-0.4649,4,6636
959,-0.162366,20,6656
960,0.024419,5,6661
961,0.041928,3,6664
962,0.028537,3,6667
963,-0.340205,8,6675
964,-0.31258,7,6682
965,-0.768236,4,6686
966,-0.309441,10,6696
967,0.052374,3,6699
968,-0.314186,7,6706
969,-0.305574,9,6715
970,0.05416,4,6719
971,-0.306647,6,6725
972,-0.761787,6,6731
973,0.051739,4,6735
974,-0.339006,6,6741
975,-0.308961,7,6748
976,0.04155,5,6753
977,0.084399,6,6759
978,-0.400831,3,6762
979,0.033952,4,6766
980,0.02374,3,6769
981,0.048895,4,6773
982,0.110665,10,6783
983,-0.33193,10,6793
984,0.024264,3,6796
985,-0.361252,4,6800
986,-1.112224,13,6813
987,-0.285524,9,6822
988,0.093988,8,6830
989,0.14238,10,6840
990,-0.387804,6,6846
991,0.07921,6,6852
992,0.059468,4,6856
993,0.015927,1,6857
994,0.06635,4,6861
995,-0.298427,8,6869
996,-0.334811,5,6874
997,-0.76982,7,6881
998,0.048747,8,6889
999,0.023182,3,6892
1000,-0.399773,11,6903
1001,-1.50497,12,6915
1002,-0.395155,5,6920
1003,0.058598,12,6932
1004,0.024437,2,6934
1005,-0.349377,6,6940
1006,-1.121215,7,6947
1007,0.063208,6,6953
1008,0.03767,8,6961
1009,0.064173,4,6965
1010,-0.324264,10,6975
1011,-0.296511,6,6981
1012,0.044105,3,6984
1013,0.045608,5,6989
1014,-0.319106,6,6995
1015,-0.956254,19,7014
1016,0.066272,5,7019
1017,-0.421538,4,7023
1018,-0.359087,5,7028
1019,-0.343549,6,7034
1020,-0.34968,4,7038
1021,-0.762387,4,7042
1022,0.040237,5,7047
1023,-0.011517,7,7054
1024,-0.801736,5,7059
1025,0.074791,5,7064
1026,-0.303668,7,7071
1027,0.141932,13,7084
1028,-0.33573,6,7090
1029,-0.021862,4,7094
1030,-0.029263,3,7097
1031,-0.00857,1,7098
1032,0.041364,5,7103
1033,0.076022,9,7112
1034,-0.344052,3,7115
1035,0.025277,2,7117
1036,0.067005,6,7123
1037,0.06985,6,7129
1038,-0.331218,8,7137
1039,0.036996,3,7140
1040,0.008421,4,7144
1041,-0.00666,3,7147
1042,-0.016301,4,7151
1043,-0.414313,5,7156
1044,-0.321449,10,7166
1045,-0.021041,2,7168
1046,-0.74052,13,7181
1047,0.190831,23,7204
1048,-0.384202,5,7209
1049,-0.388334,4,7213
1050,0.059372,4,7217
1051,0.033778,4,7221
1052,-0.416419,4,7225
1053,0.038125,5,7230
1054,-0.385802,1,7231
1055,-0.329399,7,7238
1056,-1.137315,8,7246
